Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2017,2017,2017,2,0,2,Export,616,Poland,POL,724,Spain,ESP,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,3912411,,,4
H5,2017,2017,2017,2,0,1,Import,616,Poland,POL,826,United Kingdom,GBR,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,3726823,,,0
H5,2017,2017,2017,2,0,2,Export,616,Poland,POL,826,United Kingdom,GBR,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,982,,,4
H5,2017,2017,2017,2,0,1,Import,724,Spain,ESP,251,France,FRA,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,259169604,,,0
H5,2017,2017,2017,2,0,2,Export,724,Spain,ESP,251,France,FRA,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,26572671,,,0
H5,2017,2017,2017,2,0,1,Import,724,Spain,ESP,276,Germany,DEU,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,30089586,,,4
H5,2017,2017,2017,2,0,2,Export,724,Spain,ESP,276,Germany,DEU,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,32076193,,,0
H5,2017,2017,2017,2,0,1,Import,724,Spain,ESP,616,Poland,POL,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,4273927,,,0
H5,2017,2017,2017,2,0,2,Export,724,Spain,ESP,616,Poland,POL,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,92939,,,0
H5,2017,2017,2017,2,0,1,Import,724,Spain,ESP,826,United Kingdom,GBR,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,11095250,,,0
H5,2017,2017,2017,2,0,2,Export,724,Spain,ESP,826,United Kingdom,GBR,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,2672656,,,0
H5,2017,2017,2017,2,0,1,Import,826,United Kingdom,GBR,251,France,FRA,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,64760869,,,0
H5,2017,2017,2017,2,0,2,Export,826,United Kingdom,GBR,251,France,FRA,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,75115612,,,4
H5,2017,2017,2017,2,0,1,Import,826,United Kingdom,GBR,276,Germany,DEU,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,14324868,,,4
H5,2017,2017,2017,2,0,2,Export,826,United Kingdom,GBR,276,Germany,DEU,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,20989830,,,4
H5,2017,2017,2017,2,0,1,Import,826,United Kingdom,GBR,616,Poland,POL,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,161855,,,0
H5,2017,2017,2017,2,0,2,Export,826,United Kingdom,GBR,616,Poland,POL,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,10311196,,,0
H5,2017,2017,2017,2,0,1,Import,826,United Kingdom,GBR,724,Spain,ESP,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,858181,,,0
H5,2017,2017,2017,2,0,2,Export,826,United Kingdom,GBR,724,Spain,ESP,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,11815049,,,4
H5,2017,2017,2017,2,0,1,Import,826,United Kingdom,GBR,826,United Kingdom,GBR,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,451136,,,0
H5,2017,2017,2017,2,0,4,Re-Import,826,United Kingdom,GBR,826,United Kingdom,GBR,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,451136,,,0
H5,2018,2018,2018,2,0,1,Import,616,Poland,POL,251,France,FRA,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,7879826,,,4
H5,2018,2018,2018,2,0,2,Export,616,Poland,POL,251,France,FRA,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,148,,,4
H5,2018,2018,2018,2,0,1,Import,616,Poland,POL,276,Germany,DEU,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,98851983,,,4
H5,2018,2018,2018,2,0,2,Export,616,Poland,POL,276,Germany,DEU,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,40542316,,,0
H5,2018,2018,2018,2,0,1,Import,616,Poland,POL,724,Spain,ESP,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,187566,,,4
H5,2018,2018,2018,2,0,2,Export,616,Poland,POL,724,Spain,ESP,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,3278027,,,4
H5,2018,2018,2018,2,0,1,Import,616,Poland,POL,826,United Kingdom,GBR,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,4811394,,,0
H5,2018,2018,2018,2,0,2,Export,616,Poland,POL,826,United Kingdom,GBR,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,2239,,,4
H5,2018,2018,2018,2,0,1,Import,826,United Kingdom,GBR,251,France,FRA,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,71409058,,,0
H5,2018,2018,2018,2,0,2,Export,826,United Kingdom,GBR,251,France,FRA,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,86640307,,,4
H5,2018,2018,2018,2,0,1,Import,826,United Kingdom,GBR,276,Germany,DEU,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,15879006,,,0
H5,2018,2018,2018,2,0,2,Export,826,United Kingdom,GBR,276,Germany,DEU,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,21101120,,,4
H5,2018,2018,2018,2,0,1,Import,826,United Kingdom,GBR,616,Poland,POL,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,2325,,,0
H5,2018,2018,2018,2,0,2,Export,826,United Kingdom,GBR,616,Poland,POL,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,9403533,,,0
H5,2018,2018,2018,2,0,1,Import,826,United Kingdom,GBR,724,Spain,ESP,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,400061,,,0
H5,2018,2018,2018,2,0,2,Export,826,United Kingdom,GBR,724,Spain,ESP,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,16448555,,,4
H5,2018,2018,2018,2,0,1,Import,826,United Kingdom,GBR,826,United Kingdom,GBR,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,50889,,,0
H5,2018,2018,2018,2,0,4,Re-Import,826,United Kingdom,GBR,826,United Kingdom,GBR,,,,,,,,01,Animals; live,1,No Quantity,,,0,,0,,50889,,,0
H5,2017,2017,2017,2,0,1,Import,251,France,FRA,251,France,FRA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,26601797,,,0
H5,2017,2017,2017,2,0,4,Re-Import,251,France,FRA,251,France,FRA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,26601797,,,0
H5,2017,2017,2017,2,0,1,Import,251,France,FRA,276,Germany,DEU,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,566683052,,,0
H5,2017,2017,2017,2,0,2,Export,251,France,FRA,276,Germany,DEU,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,443875030,,,0
H5,2017,2017,2017,2,0,1,Import,251,France,FRA,616,Poland,POL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,291379651,,,0
H5,2017,2017,2017,2,0,2,Export,251,France,FRA,616,Poland,POL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,38999584,,,0
H5,2017,2017,2017,2,0,1,Import,251,France,FRA,724,Spain,ESP,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,1027033088,,,0
H5,2017,2017,2017,2,0,2,Export,251,France,FRA,724,Spain,ESP,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,165980093,,,0
H5,2017,2017,2017,2,0,1,Import,251,France,FRA,826,United Kingdom,GBR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,382972917,,,0
H5,2017,2017,2017,2,0,2,Export,251,France,FRA,826,United Kingdom,GBR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,141531799,,,0
H5,2017,2017,2017,2,0,1,Import,276,Germany,DEU,251,France,FRA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,499111693,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,586901895,,,0
H5,2017,2017,2017,2,0,1,Import,276,Germany,DEU,616,Poland,POL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,835694516,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,616,Poland,POL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,610421215,,,4
H5,2017,2017,2017,2,0,1,Import,276,Germany,DEU,724,Spain,ESP,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,322672147,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,724,Spain,ESP,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,199535170,,,0
H5,2017,2017,2017,2,0,1,Import,276,Germany,DEU,826,United Kingdom,GBR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,221488814,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,826,United Kingdom,GBR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,440198444,,,0
H5,2017,2017,2017,2,0,1,Import,616,Poland,POL,251,France,FRA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,36341468,,,0
H5,2017,2017,2017,2,0,2,Export,616,Poland,POL,251,France,FRA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,316191713,,,4
H5,2017,2017,2017,2,0,1,Import,616,Poland,POL,276,Germany,DEU,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,507649362,,,0
H5,2017,2017,2017,2,0,2,Export,616,Poland,POL,276,Germany,DEU,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,823211832,,,4
H5,2017,2017,2017,2,0,1,Import,616,Poland,POL,724,Spain,ESP,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,174902889,,,0
H5,2017,2017,2017,2,0,2,Export,616,Poland,POL,724,Spain,ESP,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,250084557,,,0
H5,2017,2017,2017,2,0,1,Import,616,Poland,POL,826,United Kingdom,GBR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,104748456,,,0
H5,2017,2017,2017,2,0,2,Export,616,Poland,POL,826,United Kingdom,GBR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,531572547,,,0
H5,2017,2017,2017,2,0,1,Import,724,Spain,ESP,251,France,FRA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,193307067,,,0
H5,2017,2017,2017,2,0,2,Export,724,Spain,ESP,251,France,FRA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,1149548555,,,0
H5,2017,2017,2017,2,0,1,Import,724,Spain,ESP,276,Germany,DEU,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,219817822,,,4
H5,2017,2017,2017,2,0,2,Export,724,Spain,ESP,276,Germany,DEU,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,302256256,,,0
H5,2017,2017,2017,2,0,1,Import,724,Spain,ESP,616,Poland,POL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,232571851,,,0
H5,2017,2017,2017,2,0,2,Export,724,Spain,ESP,616,Poland,POL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,190639721,,,0
H5,2017,2017,2017,2,0,1,Import,724,Spain,ESP,826,United Kingdom,GBR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,61949909,,,4
H5,2017,2017,2017,2,0,2,Export,724,Spain,ESP,826,United Kingdom,GBR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,215584023,,,0
H5,2017,2017,2017,2,0,1,Import,826,United Kingdom,GBR,251,France,FRA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,137765447,,,0
H5,2017,2017,2017,2,0,2,Export,826,United Kingdom,GBR,251,France,FRA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,359912674,,,0
H5,2017,2017,2017,2,0,1,Import,826,United Kingdom,GBR,276,Germany,DEU,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,549328174,,,0
H5,2017,2017,2017,2,0,2,Export,826,United Kingdom,GBR,276,Germany,DEU,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,187910773,,,0
H5,2017,2017,2017,2,0,1,Import,826,United Kingdom,GBR,616,Poland,POL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,456801153,,,4
H5,2017,2017,2017,2,0,2,Export,826,United Kingdom,GBR,616,Poland,POL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,24255679,,,0
H5,2017,2017,2017,2,0,1,Import,826,United Kingdom,GBR,724,Spain,ESP,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,174990439,,,0
H5,2017,2017,2017,2,0,2,Export,826,United Kingdom,GBR,724,Spain,ESP,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,53518752,,,0
H5,2017,2017,2017,2,0,1,Import,826,United Kingdom,GBR,826,United Kingdom,GBR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,748957,,,0
H5,2017,2017,2017,2,0,4,Re-Import,826,United Kingdom,GBR,826,United Kingdom,GBR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,748957,,,0
H5,2018,2018,2018,2,0,1,Import,616,Poland,POL,251,France,FRA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,36874789,,,4
H5,2018,2018,2018,2,0,2,Export,616,Poland,POL,251,France,FRA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,380163043,,,0
H5,2018,2018,2018,2,0,1,Import,616,Poland,POL,276,Germany,DEU,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,550162917,,,0
H5,2018,2018,2018,2,0,2,Export,616,Poland,POL,276,Germany,DEU,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,1020758430,,,0
H5,2018,2018,2018,2,0,1,Import,616,Poland,POL,724,Spain,ESP,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,206415847,,,0
H5,2018,2018,2018,2,0,2,Export,616,Poland,POL,724,Spain,ESP,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,281168749,,,0
H5,2018,2018,2018,2,0,1,Import,616,Poland,POL,826,United Kingdom,GBR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,118303144,,,4
H5,2018,2018,2018,2,0,2,Export,616,Poland,POL,826,United Kingdom,GBR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,650152262,,,4
H5,2018,2018,2018,2,0,1,Import,826,United Kingdom,GBR,251,France,FRA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,137556979,,,0
H5,2018,2018,2018,2,0,2,Export,826,United Kingdom,GBR,251,France,FRA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,371784626,,,4
H5,2018,2018,2018,2,0,1,Import,826,United Kingdom,GBR,276,Germany,DEU,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,538495287,,,0
H5,2018,2018,2018,2,0,2,Export,826,United Kingdom,GBR,276,Germany,DEU,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,196306633,,,0
H5,2018,2018,2018,2,0,1,Import,826,United Kingdom,GBR,616,Poland,POL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,532825386,,,0
H5,2018,2018,2018,2,0,2,Export,826,United Kingdom,GBR,616,Poland,POL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,22136190,,,0
H5,2018,2018,2018,2,0,1,Import,826,United Kingdom,GBR,724,Spain,ESP,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,160238491,,,0
H5,2018,2018,2018,2,0,2,Export,826,United Kingdom,GBR,724,Spain,ESP,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,50181742,,,4
H5,2018,2018,2018,2,0,1,Import,826,United Kingdom,GBR,826,United Kingdom,GBR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,16862,,,0
H5,2018,2018,2018,2,0,4,Re-Import,826,United Kingdom,GBR,826,United Kingdom,GBR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,0,,0,,16862,,,0
H5,2017,2017,2017,2,0,1,Import,251,France,FRA,251,France,FRA,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,11888547,,,0
H5,2017,2017,2017,2,0,4,Re-Import,251,France,FRA,251,France,FRA,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,11888547,,,0
H5,2017,2017,2017,2,0,1,Import,251,France,FRA,276,Germany,DEU,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,381733250,,,0
H5,2017,2017,2017,2,0,2,Export,251,France,FRA,276,Germany,DEU,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,141410870,,,0
H5,2017,2017,2017,2,0,1,Import,251,France,FRA,616,Poland,POL,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,72181243,,,0
H5,2017,2017,2017,2,0,2,Export,251,France,FRA,616,Poland,POL,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,7611258,,,0
H5,2017,2017,2017,2,0,1,Import,251,France,FRA,724,Spain,ESP,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,315810175,,,0
H5,2017,2017,2017,2,0,2,Export,251,France,FRA,724,Spain,ESP,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,121227898,,,0
H5,2017,2017,2017,2,0,1,Import,251,France,FRA,826,United Kingdom,GBR,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,17324659,,,4
H5,2017,2017,2017,2,0,2,Export,251,France,FRA,826,United Kingdom,GBR,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,174876883,,,0
H5,2017,2017,2017,2,0,1,Import,276,Germany,DEU,251,France,FRA,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,133635139,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,481607776,,,0
H5,2017,2017,2017,2,0,1,Import,276,Germany,DEU,616,Poland,POL,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,379420833,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,616,Poland,POL,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,138404532,,,0
H5,2017,2017,2017,2,0,1,Import,276,Germany,DEU,724,Spain,ESP,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,144289438,,,4
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,724,Spain,ESP,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,159354633,,,0
H5,2017,2017,2017,2,0,1,Import,276,Germany,DEU,826,United Kingdom,GBR,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,22078377,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,826,United Kingdom,GBR,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,508588060,,,0
H5,2017,2017,2017,2,0,1,Import,616,Poland,POL,251,France,FRA,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,5917860,,,0
H5,2017,2017,2017,2,0,2,Export,616,Poland,POL,251,France,FRA,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,62795477,,,4
H5,2017,2017,2017,2,0,1,Import,616,Poland,POL,276,Germany,DEU,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,82853181,,,0
H5,2017,2017,2017,2,0,2,Export,616,Poland,POL,276,Germany,DEU,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,396089834,,,4
H5,2017,2017,2017,2,0,1,Import,616,Poland,POL,724,Spain,ESP,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,9435359,,,4
H5,2017,2017,2017,2,0,2,Export,616,Poland,POL,724,Spain,ESP,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,19876245,,,0
H5,2017,2017,2017,2,0,1,Import,616,Poland,POL,826,United Kingdom,GBR,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,795567,,,4
H5,2017,2017,2017,2,0,2,Export,616,Poland,POL,826,United Kingdom,GBR,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,355264067,,,4
H5,2017,2017,2017,2,0,1,Import,724,Spain,ESP,251,France,FRA,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,78328656,,,0
H5,2017,2017,2017,2,0,2,Export,724,Spain,ESP,251,France,FRA,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,373834956,,,0
H5,2017,2017,2017,2,0,1,Import,724,Spain,ESP,276,Germany,DEU,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,,,0,,0,,81434763,,,4
